title,question,answer,lang_type,link
Konsekvent og konsistent,Det er mange som snakker om å være konsistent der jeg heller ville sagt å v ære konsekvent. Er konsistent en anglisisme?,"Både konsistent og konsekvent er gamle lånord i norsk. Men det er ikke urimelig å regne noe av den nyere bruken av konsistent som såkalt frekvenslån fra engelsk. Før i tida ble konsistent bare brukt i fagspråk, og da helst om fysiske tings konsistens. Ernst W. Selmers Fremmedordbok hadde disse definisjonene i 1946: konsistent ‘fast, tett konsistens ‘fasthet, tetthet’ (om væsker) Definisjonene var de samme i utgaven fra 1966, men i mellomtida hadde det skjedd mye i norsk fagspråk. Ordet var tatt i bruk innenfor logikk og matematikk og ikke minst i de nye samfunnsvitenskapene som vokste fram etter krigen. Man snakket nå blant annet om konsistente systemer, og at A skulle være konsistent (i samsvar) med B. I Norsk Riksmålsordbok fra 1937 er ikke adjektivet konsistent oppført (bare substantivet konsistens, brukt om massers fasthet og tetthet), men i 1995 står det følgende: konsistent (adj.) (ty. konsistent, eng. concistent, fr. consistant, fra lat. consistens […] til consistere «stå stille ell. fast; være stø, fast») 1 fag. fast; tett; ensartet. 2 litt. som har, viser tett, indre, logisk sammenheng; (i logikken:) motsigelsesfri klare og konsistent e normer (Tidsskr. f. samf.forskn. 1960/1/40) jf. også trangen til en konsistent løgn som kan forsvare våre forløyne liv (Mehren Samtidsmuseet 127) Det har også dukket opp en nyere betydning av substantivet konsistens: ‘indre (innholdsmessig, tematisk, logisk) fasthet og sammenheng’. Adjektivet konsistent i denne abstrakte betydningen er uunnværlig i fagspråket, og det kan ikke uten videre skiftes ut med konsekvent. I den samme ordboka står det (allerede i 1937): konsekvent (adj.) (ty. konsequent, fr. conséquent fra lat. consequens […] til consequi «følge med») 1 (om person) som tenker, handler følgeriktig, logisk. indsenderen (må), som konsekvent mand, endnu stærkere modsætte sig optagelsen af alle ringere frembringelser (Ibs. E. S. I 238) vor, i dette punkt, særdeles konsekvent e storthingsmajoritet (Ibs. SV. XV 88) 2 (om tanke ell. handling) som er følgeriktig, logisk tenkt ell. gjort. hans færd er fuldkommen konsekvent (Ibs. E. S. I 238) optre, handle konsekvent en konsekvent gjennemførelse av planen en konsekvent tankerekke Konsistent viser opprinnelig til fysisk beskaffenhet (sammenheng, fasthet) i et hele, mens konsekvent viser til noe som følger nødvendig av noe annet (jf. sekvens ‘følge’), f.eks. slik en konklusjon følger av premissene. I dagligspråket bruker vi ofte ordet konsekvent med et tydelig tidsaspekt. Det handler om å handle likt fra gang til gang. (Handlemåten trenger ikke engang være riktig eller fornuftig.) Konsistens og konsekvens kan likevel gå ut på nøyaktig det samme. En rekke konsekvente handlinger kan betraktes som et (fast) system, og et slikt atferdsmønster kan like gjerne kalles konsekvent som konsistent. (Hvis mønsteret i tillegg stemmer med en teori, kan vi til og med si at handlingene er konsistente med den.) Men i motsetning til konsekvent har konsistent (i abstrakt betydning) aldri vært vanlig i talemålet. Den som konsekvent sier konsistent der det er mulig, er trolig litt påvirket av engelsk consistent. «Konsistent bruk av x» bør på norsk bety ‘motsigelsesfri bruk av x’ eller ‘lik bruk av x fra gang til gang’, ikke ‘det å bruke x hver gang’. (Merk at både «konsekvent bruk av x» og «gjennomført bruk av x» er litt tvetydig.) Når noen vingler, sier vi på norsk heller «Vær konsekvent!» enn «Vær konsistent!». Og når noen kommer med et usammenhengende argument, kritiserer vi dem sjelden for å være inkonsistente. Vi sier heller at argumentet ikke henger på greip, eller at de slår seg på munnen.",nob,https://sprakradet.no/spraksporsmal-og-svar/konsekvent-og-konsistent/
Politiet satte inn 30 mann,Hvorfor heter det for eksempel «Politiet satte inn 30 mann i jakten på ranerne». Burde det ikke hete «30 menn»?,"Nei, grammatisk sett er det helt riktig. Uttrykk som «30 mann» har det vi kaller kollektiv bruk av entall, det vil si at vi bruker ubøyd form om en samling av ensartede ting eller individ. Slike uttrykk er vanlige i språket, jamfør «20 fot», «mye stor fisk». Men det er snakk om en gruppe mer eller mindre stivnede uttrykk. En kan ikke bruke hvilke substantiv som helst på denne måten. Et annet spørsmål er om 30 mann er for kjønnsspesifikt i dag. Her er språkfølelsen i endring.",nob,https://sprakradet.no/spraksporsmal-og-svar/politiet-satte-inn-30-mann/
Ta selvmord?,Kan man virkelig si og skrive ta selvmord? Og hva med selvdrap – er det et ord?,"De siste årene er det blitt stadig vanligere både å si og å skrive ta selvmord. Vi vet at det er ganske mange som reagerer på denne uttrykksmåten. Ta selvmord kan opprinnelig være en sammenblanding av begå selvmord og ta livet av seg / ta sitt eget liv. Vi anbefaler at en på bokmål bruker et av disse andre uttrykkene eller gjøre selvmord (jf. årsmelding fra Norsk språkråd 1999). Se også artikkel i Tidsskrift for Den norske legeforening 30/2000. Andre uttrykk og selvdrap Uttrykket gjøre selvmord har nokså gamle røtter i norsk talemål. Det ble tatt i bruk i skrift i trettiåra, særlig i arbeiderpressa. (Første eksempel finner vi allerede i Social-Demokraten fra 1897.) Varianten med ta er minst 30–40 år yngre i skrift og neppe veldig gammel i tale. På nynorsk heter det enten gjere/gjera sjølvmord, ta livet sitt eller ganske enkelt ta livet av seg (som særlig før ble regnet som helt nøytralt). I begge målformer og i talemålet het det før ofte gjøre av med seg (selv) / gjera av med seg og gjøre/gjera ende på seg. Selvdrap er nylig tatt i bruk, blant annet av politiet, som en nøytral eller formildende avløser for selvmord. Ordet er faktisk ganske gammelt i norsk, særlig i nynorsk/landsmål (sjølvdrap/sjølvdråp). Det er ikke så rart, for i norsk folkemål har man alltid kunnet si rett fram at den og den drap seg. Alt etter sammenhengen kan dette bety ‘begikk selvmord’, ‘slet seg ut’, ‘omkom’. Det tilsvarende drepte seg (før: dræbte sig) har også blitt brukt i riksmål og bokmål.",nno,https://sprakradet.no/spraksporsmal-og-svar/ta-selvmord/
Paragraf eller avsnitt?,"Kan jeg bruke paragraf som synonym for avsnitt i alle sammenhenger, eller skal paragraf bare benyttes om bestemmelser i lover, vedtekter og lignende?","På norsk bruker vi paragraf bare om avsnitt i regelverk, helst slike som er markert med paragraftegn og nummer. Engelsk paragraph brukes i videre betydning. Avsnitt i regelverk (altså deler av paragrafer) kalles oftest ledd.",nob,https://sprakradet.no/spraksporsmal-og-svar/paragraf-eller-avsnitt/
Hvorfor ikke -mm til slutt i ord?,"Hvorfor skriver vi ikke dobbelt m etter kort vokal til slutt i ord, for eksempel i rom, kam og om? Vi skriver jo rommet og kammen?","Denne inkonsekvensen bunner i 1) tradisjon, 2) praktiske hensyn og 3) ortografien i landsmål. Bokstavkombinasjonen -mm i utlyd er breial, og den mangler støtte både i dansk og i landsmål/nynorsk. Derfor ble den ikke innført i bokmål i sin tid. Ingen -mm fra før (i dansk) Før skrev vi dansk i Norge. Da hadde vi ingen dobbeltkonsonanter i det hele tatt i utlyd (dvs. til slutt i ord). Hatt het hat (likevel: hatten), tann het tand og hakk het hak (likevel: hakket). På samme måte het /skamm/ skam, som nå. De enkle m-ene skilte seg ikke fra utlydskonsonanter flest. For litt over hundre år siden innførte vi i Norge dobbel konsonant i utlyd etter kort vokal, bortsett fra i «småord» som at, den, nok, vil. Men da dette dobbeltkonsonanttoget gikk, ble utlyds-m-ene stående igjen på perrongen. Med andre ord: Ingen ord fikk dobbelt m til slutt. Breial bokstavkombinasjon uten støtte i landsmål M-en er den bokstaven som tar mest plass i bredden, og allerede i middelalderhåndskrifter ble -mm- forenklet til enkel m med en såkalt fordoblingsstrek over. Men den enkle m-en i bokmål kan ikke forklares fullt ut med ønsket om å spare plass. Like viktig er det nok at dobbelt m i utlyd ikke hadde noen plass i landsmålet (nynorsken), som vokste seg sterkt i den perioden da dansk-norsken ble forvandlet til norsk riksmål og senere bokmål. La oss se litt nærmere på de tre ordene du nevner. De het i Ivar Aasens ordbok rom (bestemt form: romet), kamb og um. Vi ser at noen utlyds-m-er var i småord som um, mens andre ble skrevet -mb (etter gammelnorsk mønster og uttalen i «konservative» dialekter), og noen stod i slutten av ord som faktisk ble uttalt med lang vokal i mange dialekter (som rom og draum). Men legg merke til at også ord som skam, som uttales med mm (kort vokal) alle steder, fikk enkelt m hos Ivar Aasen, i strid med gammelnorsk (der det het skǫmm). (Noen landsmålsbrukere var mer konsekvente enn Aasen og skrev skamm.) Det rare unntaket for m i utlyd finner vi forresten også i svensk, der det ble vedtatt i 1801. I svensk har de dessuten et unntak fra unntaket, i ordene damm, lamm og ramm. Det er for å skille disse ordene fra tre likelydende ord som skrives med én m.",nno,https://sprakradet.no/spraksporsmal-og-svar/hvorfor-ikke-mm-til-slutt-i-ord/
Så å si,Hva er riktig: «Jeg er så å si ferdig» eller «Jeg er så og si ferdig»? Og hvorfor?,"Det riktige er «Jeg er så å si ferdig». Så betyr her ‘således, slik’. Med litt juks kan vi se uttrykket som en forkorting av en større konstruksjon: (for) så (ledes) å si (det), altså for å si det slik. Konjunksjonen og betyr så å si det samme som pluss. Vi tipper du er enig i at «så pluss si» ikke gir god mening? I så fall har du en grei huskeregel. Uttrykket finnes også på andre språk: «so to speak» (engelsk), «så att säga» (svensk) osv. Du kan lese mer om dette på nettsidene våre.",nob,https://sprakradet.no/spraksporsmal-og-svar/sa-a-si/
Ikke på langt nær eller på langt nær?,"Hvis jeg skal uttrykke at jeg har mye mindre å rutte med enn naboen, skal jeg da si «Jeg er på langt nær så rik som ham» eller «Jeg er ikke på langt nær så rik som ham»? Det virker som om disse to uttrykkene brukes om hverandre, men all logikk tilsier jo at de har ulike betydninger.","Varianten med nektelse er den mest tradisjonelle, så bruk gjerne den – men begge deler godtas i dag. I Bokmålsordboka står uttrykket ennå bare med nektelse, mens Nynorskordboka, Norsk Ordbok med 1000 illustrasjoner og Det Norske Akademis ordbok (som også inneholder riksmål) har valgfrihet. Det kan altså se ut som om bokmål holder bedre på ikke enn andre varianter av norsk, men slik er det ikke. Meningene om dette uttrykket går på kryss og tvers av målformer og andre preferanser, se utklipp til slutt nedenfor. Logikken er blitt ugjennomsiktig for de fleste, men uttrykket blir forstått riktig uansett, med eller uten ikke. Hvis du er ute etter mer bakgrunn, kan du lese videre, men det er litt tungt stoff, og noen full avklaring får du ikke. Lignende uttrykk i andre språk Tilsvarende uttrykk i tysk og fransk er «bei weitem nicht» og «à beaucoup près». I eldre nynorsk het det gjerne «ikkje nåme nær» (eller «ikkje på lang lei»). På islandsk heter det «hvergi nærri», og der har vi klar nektelse i det første ordet, som betyr ‘ikke noe sted’. Vi kan sammenligne med «ikke nær så» eller mer omstendelig: «ikke tilnærmelsesvis så». Engelsk «by far» er noe litt annet, og «far from» er ganske enkelt «langt ifra». Lignende veksling i andre språk Det er ikke helt uvanlig at uttrykk kan bety det samme med og uten en (ekstra) nektelse. En parallell kan være «ne … pas» og «ne … rien» (‘ikke … noenting′) i fransk. Disse uttrykkene kan også brukes uten «ne» uten at betydningen endrer seg. I dagens spansk brukes både «no en absoluto» og «en absoluto» i betydningen ‘slett ikke’, enda det i utgangspunktet bare var «no en absoluto» som hadde nektende betydning. Langt ifra (ikke) Når en nektelse nummer to er innskutt eller løst påhektet, står den ikke nødvendigvis i motsetning til den første, den kan i stedet fungere understrekende, jamfør dette sitatet fra Hedemarkens Amtstidende fra 1891: Men hvordan kan en slik «selvmotsigende» pleonasme bli innarbeidet som et fast uttrykk? (Pleonasme = smør på flesk.) Vi kan se nærmere på «langt ifra» og «langt ifra ikke», som er en parallell til «på langt nær (ikke)». I dag regner vi varianten med «ikke» som ulogisk, men i Ordbog over det danske Sprog under langt 6.2 ser vi at de nektende uttrykkene «langtfra» og «ikke» i tidligere hundreår kunne brukes som gjensidige forsterkninger istedenfor som negasjoner av hverandre. For eksempel skrev Holberg: « i gamle Dage, da Skuespill vare langt fra icke saa reene og kydske, som de ere nu omstunder». For å forstå hvordan det er mulig, kan vi tenke på en ytring som «Slik er det ikke – (nei,) langt ifra!». Her kan langt fra leses bokstavelig. Men la oss tenke oss at langt fra med tiden kommer til å fungere som en ren understreking à la sannelig (ikke). Da kan det like godt hete «Slik er det – langt ifra – ikke!». Under maade i Ordbog over det danske Sprog står også den gamle pleonasmen «på ingen måte ikke» (markert med «især dialektalt»). Også her kan vi tenke oss allment aksepterte ytringer (med påhektet nektelse) som bygger bru mellom bruksmåtene, for eksempel.: «Slik er det ikke – (nei,) på ingen måte.» Det er også relevant å peke på formuleringer med hverken, som kan bety det samme med og uten ikke: «Jeg kan hverken i dag eller i morgen» = «Jeg kan ikke hverken i dag eller i morgen». To autoriteter August Western Om sprogriktighet og sprogfeil (1931): Finn-Erik Vinje: Riktig norsk (1994):",nno,https://sprakradet.no/spraksporsmal-og-svar/ikke-pa-langt-naer-eller-pa-langt-naer/
"Innen et felt, innen en sjanger?","Jeg synes å huske at ordet innen er en tidsangivelse, for eksempel «innen utgangen av uka». Men jeg ser det ofte brukt synonymt med ordet innenfor, for eksempel «innen vårt fagfelt», «innen denne sjangeren». Er det riktig å bruke det slik?","Det er ikke galt, men Språkrådet har pleid å anbefale andre formuleringer, som nok har bedre grunnlag i tradisjonell muntlig språkbruk. Det enkleste er ofte det beste, altså i eller på: på dette området (om konkrete områder: i), på dette feltet, i denne bransjen, i denne gruppa, i denne sjangeren, i dette systemet Av og til kan det være nødvendig å presisere ved hjelp av innenfor.",nob,https://sprakradet.no/spraksporsmal-og-svar/innen-et-felt-innen-en-sjanger/
Nedgang på minus seks prosent?,"Eg las nett om «ein reduksjon på –6,2 %». Er det rett formulert?","Vi rår ifrå å skrive slik. Meiner ein at det har vore ein reduksjon, og at den har vore på 6,2 prosent, bør ein skriva ein reduksjon på 6,2 %. Reduksjon er per definisjon negativt. Nedgang på minussida er pleonastisk (dobbelt opp), dersom ikkje meininga er at minus og minus blir pluss. Når ein tek tal ut or ein tabell og set dei inn i løpande tekst, bør ein sjå etter om forteiknet trengst. Ein kan òg støyta på formuleringar som oppgang på –6,2 prosent, som (dersom det ikkje berre er ein skrivefeil) tyder det same som nedgang på 6,2 prosent. I vanleg tekst bør ein kalla negativ oppgang nedgang. Ord som kan stå for endring i begge retningar (slike som endring og utvikling), kan ha pluss eller minus føre, alt etter samanhengen. Men i praksis nyttar ein oftast særskilde ord for oppgang og nedgang (slik som nettopp oppgang og nedgang), og då kan forteikna sløyfast.",nob,https://sprakradet.no/spraksporsmal-og-svar/nedgang-pa-minus-seks-prosent/
Angivelse av tid i minutter og sekunder,"Jeg lurer på hva som er den korrekte måten å forkorte tidsangivelser på, for eksempel 15 minutter og 30 sekunder.","Du kan velge mellom disse variantene: 15 minutter (og) 30 sekunder 15 min 30 sek 15 min 30 s 15′ 30″ 15:30 15.30 De tre siste skrivemåtene bør bare brukes der man kan regne med at leseren forstår hva de står for. (Der det er vanskelig å bruke de såkalte primtegnene ′ og ″, kan man bruke enkel og dobbel apostrof i stedet.) Hvis vi legger til to timer foran og to tidels sekunder bak det siste uttrykket, får vi: 2.15.30,2 (= 2 timer, 15 minutter og 30,2 sekunder) Tradisjonelt bruker vi punktum foran tall for minutter og sekunder på norsk, men dette systemet har vært under press. I 2014 vedtok Språkrådet at man også kan bruke kolon foran minutter og sekunder, som på engelsk. Det gjelder både klokkeslett og andre tidsangivelser. Du kan altså skrive både klokka 14.15 og klokka 14:15. Merk at 15.30 min betyr det samme som 15,5 min. Hvis man bruker komma, blir det et vanlig desimaluttrykk, det vil si at tallet etter komma betegner tideler, ikke sekunder!",nob,https://sprakradet.no/spraksporsmal-og-svar/angivelse-av-tid-i-minutter-og-sekunder/
